,Name,Overall,Wage
9283,Manuel Sánchez,66,€2K
9284,O. Bulut,66,€2K
9285,R. Godínez,66,€2K
9286,S. Anderson,66,€2K
9287,A. Marchesano,66,€5K
9288,E. Ndoj,66,€1K
9289,D. Rose,66,€4K
9290,J. Oumari,66,€2K
9291,R. Festersen,66,€5K
9292,J. Blayac,66,€2K
9293,M. Ljujić,66,€2K
9294,R. Vodišek,66,€1K
9295,M. Marić,66,€3K
9296,L. Frecklington,66,€6K
9297,M. Awad,66,€5K
9298,Dong Xuesheng,66,€5K
9299,J. Düker,66,€4K
9300,A. Dreyer,66,€9K
9301,P. Estupiñán,66,€9K
9302,D. Mast,66,€3K
9303,Andoni López,66,€5K
9304,F. Canales,66,€2K
9305,S. Scappini,66,€1K
9306,S. Nutz,66,€4K
9307,J. Byrne,66,€1K
9308,Dilson Calegari,66,€4K
9309,Cris,66,€3K
9310,K. Pannewitz,66,€1K
9311,B. Kopacz,66,€2K
9312,H. Patronen,66,€1K
9313,A. Capello,66,€8K
9314,He Guan,66,€4K
9315,V. Skjerve,66,€2K
9316,S. Williams,66,€3K
9317,A. Hughes,66,€4K
9318,M. Jansen,66,€2K
9319,R. Yates,66,€10K
9320,D. Zeefuik,66,€2K
9321,F. Della Rocca,66,€2K
9322,Z. Alomerović,66,€2K
9323,M. Gouaida,66,€2K
9324,S. Adekugbe,66,€1K
9325,N. Molina,66,€4K
9326,M. Maâzou,66,€4K
9327,M. Lieder,66,€5K
9328,W. Kaptoum,66,€5K
9329,M. Finotto,66,€5K
9330,P. Becker,66,€5K
9331,D. Rangelov,66,€1K
9332,M. Oxley,66,€2K
9333,B. Coker,66,€3K
9334,Sim Sang Min,66,€2K
9335,H. Zuck,66,€2K
9336,H. Zapata,66,€1K
9337,C. Lines,66,€4K
9338,M. Sollbauer,66,€4K
9339,R. Jansson,66,€3K
9340,A. Guido,66,€5K
9341,I. González,66,€3K
9342,H. Al Hazaa,66,€9K
9343,F. Castillón,66,€4K
9344,W. Harding,66,€5K
9345,G. Tansey,66,€3K
9346,H. Ojamaa,66,€2K
9347,M. Ríos,66,€1K
9348,M. Tévez,66,€5K
9349,E. Sosa,66,€2K
9350,T. Lapslie,66,€4K
9351,M. Sauer,66,€3K
9352,R. Descamps,66,€11K
9353,J. Álvarez,66,€4K
9354,A. Ludwig,66,€4K
9355,C. Dunne,66,€2K
9356,L. Rodríguez,66,€2K
9357,J. Gómez,66,€1K
9358,J. Aribo,66,€3K
9359,Gabriel,66,€6K
9360,C. Machado,66,€3K
9361,L. Kruse,66,€2K
9362,S. McConville,66,€2K
9363,D. Drocco,66,€5K
9364,A. Sušac,66,€2K
9365,M. Perlak,66,€6K
9366,B. Clarke,66,€4K
9367,Eduardo,66,€3K
9368,K. Dawson,66,€4K
9369,H. McGahey,66,€2K
9370,Gu Chao,66,€5K
9371,R. Caballero,66,€1K
9372,Ever Rodeiro,66,€7K
9373,X. Arreaga,66,€0.00
9374,C. Cercado,66,€3K
9375,H. Al Raheb,66,€10K
9376,C. Schuler,66,€2K
9377,S. Mantom,66,€3K
9378,O. Bouy,66,€10K
9379,J. Dongou Tsafack,66,€3K
9380,P. Mainka,66,€3K
9381,A. Kantari,66,€2K
9382,T. Mavromatis,66,€1K
9383,Li Lei,66,€5K
9384,Raphael Doninho,66,€8K
9385,K. Bülow,66,€1K
9386,R. Magyar,66,€3K
9387,F. Brillant,66,€2K
9388,K. Tamada,66,€2K
9389,M. Ballmert,66,€1K
9390,M. Laínez,66,€2K
9391,K. Mayi,66,€3K
9392,N. Manfredini,66,€1K
9393,K. Koizumi,66,€3K
9394,C. Aneke,66,€5K
9395,Juan Cruz,66,€2K
9396,S. Olivarez,66,€4K
9397,P. Gladon,66,€19K
9398,E. Aydoğan,66,€4K
9399,V. Pule,66,€1K
9400,Daniel Fuzato,66,€7K
9401,G. Valverde,66,€0.00
9402,D. de Vries,66,€7K
9403,A. Lithgow,66,€2K
9404,L. Nicholls,66,€4K
9405,R. Teibert,66,€2K
9406,M. Figueroa,66,€4K
9407,A. Nübel,66,€4K
9408,Z. Al Sahafi,66,€8K
9409,J. Schouten,66,€2K
9410,R. Rep,66,€3K
9411,M. Rubin,66,€1K
9412,L. Guldan,66,€2K
9413,C. Telo,66,€2K
9414,M. Pearson,66,€3K
9415,Ricardo Alves,66,€2K
9416,T. Paredes,66,€5K
9417,Kauã Reisende,66,€4K
9418,L. Madrigal,66,€13K
9419,Augusto César,66,€3K
9420,D. Holm,66,€2K
9421,Y. Akimoto,66,€1K
9422,J. Beckford,66,€5K
9423,N. Crovetto,66,€2K
9424,Y. Maruyama,66,€3K
9425,B. Jatta,66,€3K
9426,G. Merebashvili,66,€2K
9427,D. Vaughan,66,€4K
9428,T. Mauricio,66,€2K
9429,K. Dougall,66,€3K
9430,D. Arreola,66,€3K
9431,J. Cousins,66,€3K
9432,J. Duma,66,€1K
9433,T. Spurr,66,€4K
9434,J. Martínez,66,€2K
9435,C. Schoppenhauer,66,€5K
9436,L. Roberts,66,€2K
9437,M. Pellegrini,66,€2K
9438,C. Schwegler,66,€4K
9439,K. Petersen,66,€4K
9440,J. Vet,66,€2K
9441,H. Kawano,66,€2K
9442,F. Stokkers,66,€3K
9443,G. Gómez,66,€4K
9444,M. Lund,66,€4K
9445,M. Jankowski,66,€2K
9446,A. Maisonnial,66,€4K
9447,M. Lugo,66,€5K
9448,D. Niwa,66,€3K
9449,C. Riegler,66,€4K
9450,R. Lundqvist,66,€3K
9451,S. Muniru,66,€4K
9452,Zhang Lu,66,€5K
9453,J. Reeves,66,€4K
9454,E. Ward,66,€5K
9455,J. Tamm,66,€2K
9456,M. Heylen,66,€4K
9457,G. Gallon,66,€2K
9458,T. Adarabioyo,66,€6K
9459,L. Martin,66,€4K
9460,F. Ferrari,66,€5K
9461,Trujillo,66,€3K
9462,Kim Yong Dae,66,€1K
9463,E. Babayan,66,€3K
9464,Diogo Santos,66,€2K
9465,T. Borevković,66,€2K
9466,J. Jacobson,66,€3K
9467,Benja,66,€3K
9468,D. Phillips,66,€3K
9469,G. Aburjania,66,€4K
9470,J. Riley,66,€3K
9471,A. Matějů,66,€10K
9472,Filipe Brigues,66,€3K
9473,J. Zelený,66,€1K
9474,S. Svendsen,66,€2K
9475,J. Moreno,66,€1K
9476,R. Bushiri,66,€2K
9477,H. Rivero,66,€1K
9478,M. Grella,66,€3K
9479,I. Lanni,66,€1K
9480,A. Sané,66,€3K
9481,F. Castillo,66,€1K
9482,M. Galmarini,66,€3K
9483,A. Monfray,66,€2K
9484,B. Castillo,66,€1K
9485,S. Diop,66,€8K
9486,Yin Hongbo,66,€5K
9487,A. Hainault,66,€2K
9488,D. Čotra,66,€2K
9489,C. Washington,66,€5K
9490,F. Nimani,66,€3K
9491,M. Macey,66,€14K
9492,M. Doyle,66,€2K
9493,D. Raum,66,€2K
9494,V. Retamal,66,€1K
9495,A. Cruz,66,€2K
9496,M. Bruscagin,66,€2K
9497,C. Morris,66,€8K
9498,A. Syhre,66,€2K
9499,L. Paz,66,€1K
9500,L. Dos Santos,66,€2K
9501,A. Akinfenwa,66,€2K
9502,Jin Jingdao,66,€6K
9503,F. Bonazzoli,66,€8K
9504,B. Tetteh,66,€1K
9505,J. Grot,66,€10K
9506,G. Notsuda,66,€3K
9507,D. Jones,66,€2K
9508,N. Hansen,66,€2K
9509,T. Beltran,66,€2K
9510,D. Peitz,66,€4K
9511,D. Starkl,66,€4K
9512,D. Erdmann,66,€4K
9513,J. Vela,66,€1K
9514,A. Jakobsen,66,€2K
9515,J. Segura,66,€9K
9516,R. Miller,66,€2K
9517,U. Cardona,66,€3K
9518,J. Karacan,66,€5K
9519,L. Saldaña,66,€1K
9520,G. Roberts,66,€15K
9521,K. Bennett,66,€4K
9522,C. Tanner,66,€2K
9523,S. Ernst,66,€3K
9524,B. Akintola,66,€6K
9525,A. Taylor,66,€3K
9526,K. Yonekura,66,€4K
9527,Rúben Vinagre,66,€7K
9528,M. Drudi,66,€1K
9529,K. Ilsø,66,€2K
9530,V. Moren,66,€4K
9531,Lucas,66,€3K
9532,J. Norwood,66,€5K
9533,P. Frick,66,€2K
9534,I. Ssewankambo,66,€2K
9535,T. Skarke,66,€3K
9536,Luis Marleiro,66,€5K
9537,M. Pulkrab,66,€1K
9538,L. Brown,66,€4K
9539,R. Gaddis,66,€3K
9540,Lee Yeong Jae,66,€2K
9541,F. Sakala,66,€4K
9542,Park Jun Tae,66,€3K
9543,N. Saint-Ruf,66,€2K
9544,A. Lienhart,66,€4K
9545,M. Sema,66,€2K
9546,M. Bennett,66,€10K
9547,N. Hasler,66,€3K
9548,Q. Moll,66,€2K
9549,M. Woods,66,€3K
9550,D. Templeton,66,€4K
9551,Lim Sang Hyub,66,€3K
9552,M. Rivero,66,€4K
9553,S. Yamamoto,66,€4K
9554,J. Biada,66,€2K
9555,M. Torres,66,€5K
9556,R. Janicki,66,€3K
9557,D. Mahmudov,66,€3K
9558,Aitor,66,€2K
9559,A. Vukotić,66,€3K
9560,M. Marshall,66,€4K
9561,N. Mohammed,66,€2K
9562,J. Walsh,66,€5K
9563,T. Bergmann,66,€1K
9564,Jony Ñíguez,66,€2K
9565,P. Carlgren,66,€3K
9566,J. Rossiter,66,€9K
9567,S. Sy,66,€10K
9568,C. Gonzáles,66,€0.00
9569,R. Nagaki,66,€4K
9570,M. Al Shalhoub,66,€8K
9571,A. Le Tallec,66,€2K
9572,D. Vidošić,66,€4K
9573,C. Guerra,66,€1K
9574,M. Koné,66,€5K
9575,Isidoro,66,€1K
9576,O. Halvorsen,66,€2K
9577,F. Ciampichetti,66,€2K
9578,Li Ang,66,€5K
9579,P. Kurzweg,66,€7K
9580,Cho Won Hee,66,€2K
9581,J. Drolè,66,€4K
9582,C. Itten,66,€4K
9583,R. Guitane,66,€4K
9584,J. Ojala,66,€2K
9585,J. Abarca,66,€1K
9586,M. González,66,€4K
9587,E. Ómarsson,66,€2K
9588,T. Hasegawa,66,€3K
9589,A. Diawusie,66,€6K
9590,I. Khalili,66,€2K
9591,J. Żubrowski,66,€2K
9592,M. Štěch,66,€3K
9593,O. Benítez,66,€2K
9594,A. Buksa,66,€2K
9595,K. Tokura,66,€2K
9596,C. Madu,66,€3K
9597,T. van de Pavert,66,€3K
9598,W. Keane,66,€9K
9599,S. Branca,66,€1K
9600,N. Antonitsch,66,€1K
9601,T. Umesaki,66,€2K
9602,A. Nakamura,66,€4K
9603,N. Thompson,66,€4K
9604,A. Kolev,66,€2K
9605,G. Bijl,66,€2K
9606,C. Gunter,66,€9K
9607,A. Marin,66,€2K
9608,J. Gatt,66,€4K
9609,D. Miloc,66,€3K
9610,M. Wostry,66,€3K
9611,K. Moriya,66,€3K
9612,A. Sigurðarson,66,€2K
9613,D. Lowe,66,€1K
9614,Milton Raphael,66,€2K
9615,B. Blume,66,€4K
9616,Jordi Quintillà,66,€4K
9617,C. Doucouré,66,€1K
9618,Andrés Prieto,66,€2K
9619,Isaac Carcelén,66,€2K
9620,Y. Nakano,66,€2K
9621,L. Schwechlen,66,€4K
9622,Jonatan Lucca,66,€2K
9623,L. Hufnagel,66,€2K
9624,J. Rothwell,66,€10K
9625,J. Rodríguez,66,€3K
9626,A. Claude Maurice,66,€2K
9627,R. Taylor,66,€4K
9628,M. Mešanović,66,€1K
9629,G. Plet,66,€5K
9630,B. Dickenson,66,€5K
9631,T. Takagi,66,€3K
9632,D. Thopola,66,€1K
9633,J. Juelsgård,66,€4K
9634,A. Traoré,66,€2K
9635,G. Sandoval,66,€1K
9636,S. Mpontshane,66,€1K
9637,C. McCann,66,€2K
9638,O. Bozanic,66,€3K
9639,L. Lezzerini,66,€1K
9640,M. Yaghoubi,66,€1K
9641,Joni Montiel,66,€3K
9642,D. Gorter,66,€3K
9643,T. Mears,66,€6K
9644,S. Diakité,66,€2K
9645,R. Mulumba,66,€3K
9646,M. Høibråten,66,€1K
9647,M. Lackner,66,€6K
9648,M. Domínguez,66,€6K
9649,O. Käuper,66,€6K
9650,A. Al Salem,66,€6K
9651,R. Vanegas,66,€1K
9652,Pablo Larrea,66,€3K
9653,L. Craig,66,€3K
9654,D. Gomis,66,€2K
9655,N. Blackman,66,€12K
9656,F. Kaufmann,66,€3K
9657,J. Ginnelly,66,€2K
9658,L. Nmecha,66,€3K
9659,I. Alhassan,66,€2K
9660,L. Crecco,66,€1K
9661,D. Charles,66,€3K
9662,Cris Salvador,66,€3K
9663,R. Benson,66,€1K
9664,R. Riski,66,€1K
9665,K. Hafez,66,€6K
9666,C. Harriott,66,€8K
9667,T. Belmonte,66,€4K
9668,B. Eleke,66,€5K
9669,O. Beckles,66,€3K
9670,Park Jin Po,66,€2K
9671,T. Naylor,66,€4K
9672,G. Kiltie,66,€2K
9673,R. Shirasaki,66,€2K
9674,T. Charles,66,€1K
9675,A. Falatah,66,€6K
9676,I. Tarasovs,66,€3K
9677,P. Stolarski,66,€3K
9678,M. Odjer,66,€1K
9679,B. Niňaj,66,€2K
9680,Crysan,66,€4K
9681,O. Eddahri,66,€2K
9682,J. Obika,66,€4K
9683,T. Zhamaletdinov,66,€1K
9684,K. Mets,66,€3K
9685,M. Coulibaly,66,€4K
9686,D. Mayor,66,€5K
9687,H. Pell,66,€5K
9688,S. McQueen,66,€10K
9689,L. Michel,66,€3K
9690,C. Lykogiannis,66,€7K
9691,S. Hertner,66,€5K
9692,Arturo Molina,66,€6K
9693,C. Warner,66,€2K
9694,V. Prodell,66,€2K
9695,T. Renault,66,€2K
9696,A. Muyl,66,€2K
9697,E. Apeh,66,€5K
9698,Alex Pozo,66,€2K
9699,D. Kikuchi,66,€4K
9700,R. Austin,66,€3K
9701,M. Machaj,66,€3K
9702,H. Radetinac,66,€2K
9703,M. Mikić,66,€1K
9704,M. Guevgeozián,66,€5K
9705,G. Viscarra,66,€0.00
9706,I. Lapshov,66,€1K
9707,E. Fejzullahu,66,€2K
9708,J. Ekstrand,66,€3K
9709,G. Rolando,66,€8K
9710,R. Inniss,66,€11K
9711,T. Yamashita,66,€3K
9712,X. Emmers,66,€7K
9713,L. Morgan,66,€10K
9714,W. Kvist,66,€6K
9715,B. Jayiya,66,€1K
9716,J. Huyghebaert,66,€4K
9717,José Ángel,66,€2K
9718,Y. Hurtado,66,€1K
9719,J. González,66,€4K
9720,R. Söder,66,€2K
9721,Choi Bo Kyung,66,€3K
9722,A. Hadouir,66,€2K
9723,He Chao,66,€3K
9724,M. Booysen,66,€1K
9725,C. Main,66,€3K
9726,J. Grimmer,66,€3K
9727,A. Kann,66,€2K
9728,M. Lepe,66,€2K
9729,J. Bandowski,66,€4K
9730,Nelson Ferreira,66,€3K
9731,A. Matuszczyk,66,€2K
9732,D. Stahl,66,€2K
9733,Yun Il Lok,66,€2K
9734,R. McLaughlin,66,€3K
9735,P. Joosten,66,€5K
9736,G. Magnani,66,€10K
9737,F. Bong,66,€3K
9738,M. Restrepo,66,€1K
9739,T. Akindele,66,€3K
9740,R. van der Meer,66,€2K
9741,R. Gartler,66,€6K
9742,C. Lobos,66,€2K
9743,R. Cierzniak,66,€2K
9744,M. Abdellaoue,66,€2K
9745,L. Novak,66,€4K
9746,Jung Seung Yong,66,€2K
9747,L. Gugganig,66,€3K
9748,A. Donnarumma,66,€15K
9749,P. Steinhart,66,€2K
9750,Olavide,66,€3K
9751,C. Jakobsen,66,€4K
9752,Berrocal,66,€2K
9753,R. Amaral,66,€4K
9754,Abdón,66,€3K
9755,A. Al Mayoof,66,€8K
9756,A. Paleari,66,€1K
9757,José Lara,66,€2K
9758,A. Juel Andersen,66,€3K
9759,G. Vadalá,66,€5K
9760,Borja Sánchez,66,€3K
9761,A. Ogogo,66,€4K
9762,D. Pratley,66,€4K
9763,K. Takayama,66,€2K
9764,S. Bakış,66,€4K
9765,Dani Martín,66,€1K
9766,Zhang Wenzhao,66,€5K
9767,C. Goodwin,66,€2K
9768,J. Becerra,66,€1K
9769,C. Bravo,66,€2K
9770,V. Ramis,66,€4K
9771,F. Torres,66,€2K
9772,M. Mihara,66,€3K
9773,T. Flanagan,66,€4K
9774,L. Thompson,66,€7K
9775,A. Schlager,66,€2K
9776,J. Kaprof,66,€4K
9777,L. Mulholland,66,€3K
9778,S. Aasmundsen,66,€2K
9779,C. Ejuke,66,€1K
9780,F. Apaolaza,66,€4K
9781,E. Butin,66,€3K
9782,J. Fitzwater,66,€6K
9783,M. Cholewiak,66,€3K
9784,C. Schösswendter,66,€8K
9785,R. Klaasen,66,€2K
9786,P. Pervan,66,€8K
9787,M. de Jong,66,€2K
9788,Corpas,66,€3K
9789,A. Lukse,66,€3K
9790,A. Wittwer,66,€4K
9791,E. Ebanks-Landell,66,€15K
9792,S. Gündüz,66,€5K
9793,A. Uryga,66,€2K
9794,J. Absalonsen,66,€4K
9795,J. Willis,66,€2K
9796,E. Brophy,66,€2K
9797,T. Hübers,66,€6K
9798,Q. Laçi,66,€2K
9799,T. Mohamad,66,€6K
9800,Dyjan Azevedo,66,€3K
9801,L. Palmer,66,€8K
9802,F. Evangelista,66,€5K
9803,Óscar Pinchi,66,€11K
9804,Z. Laaroubi,66,€5K
9805,M. Palacios,66,€1K
9806,Borja,66,€2K
9807,F. Vanzo,66,€3K
9808,A. Zapata,66,€1K
9809,S. Szmodics,66,€4K
9810,A. Trusty,66,€1K
9811,Ryu Won Woo,66,€2K
9812,F. Dick,66,€2K
9813,D. Rose,66,€6K
9814,M. Oesterhelweg,66,€1K
9815,D. Mignanelli,66,€1K
9816,Lee Jong Ho,66,€3K
9817,Z. Clark,66,€2K
9818,S. Stevens,66,€2K
9819,Sergio Gil,66,€2K
9820,U. Zeybek,66,€12K
9821,A. Acosta,66,€5K
9822,K. Oi,66,€2K
9823,Y. Sari,66,€6K
9824,M. Ruiz,66,€2K
9825,L. Holmes,66,€4K
9826,D. Powers,66,€3K
9827,S. Henderson,66,€10K
9828,S. Scougall,66,€2K
9829,Cho Yong Hyung,66,€2K
9830,Cho Young Wook,66,€2K
9831,H. Koffi,66,€4K
9832,S. Sandberg,66,€2K
9833,T. Gabuza,66,€1K
9834,P. Muñoz,66,€3K
9835,C. MacGillivray,66,€3K
9836,C. Arcus,66,€2K
9837,A. Dercho,66,€2K
9838,H. Hauger,66,€2K
9839,Manu,66,€2K
9840,J. Leko,66,€6K
9841,J. Aguirre,66,€1K
9842,Kim Chang Soo,66,€2K
9843,L. Ćirković,66,€4K
9844,Isma Cerro,66,€3K
9845,E. Castillo,66,€6K
9846,P. Downing,66,€11K
9847,R. Vollath,66,€2K
9848,A. Munksgaard,66,€4K
9849,M. Ogbu,66,€1K
9850,Jang Ho Ik,66,€3K
9851,K. Bartolec,66,€4K
9852,G. Malcore,66,€1K
9853,V. Gvilia,66,€4K
9854,D. Burnić,66,€8K
9855,A. Öztürk,66,€4K
9856,K. Taketomi,66,€4K
9857,M. Mancosu,66,€2K
9858,D. Jaković,66,€2K
9859,M. Saeid,66,€1K
9860,U. Taffertshofer,66,€2K
9861,A. Medina,66,€4K
9862,M. Papadopulos,66,€3K
9863,N. Zaniolo,66,€7K
9864,F. Montero,66,€4K
9865,J. Vuković,66,€3K
9866,E. Barli,66,€1K
9867,G. Carrasco,66,€4K
9868,A. Balijon,66,€1K
9869,I. Saavedra,66,€2K
9870,Z. Janjić,66,€2K
9871,J. Skjelvik,66,€2K
9872,K. Kamiński,66,€2K
9873,M. Endres,66,€2K
9874,B. Delacourt,66,€4K
9875,C. Rismark,66,€2K
9876,A. Ligi,66,€1K
9877,D. Lachman,66,€3K
9878,M. Riascos,66,€5K
9879,L. Vignali,66,€1K
9880,S. Skålevik,66,€2K
9881,M. Djetei,66,€2K
9882,A. Fuchs,66,€5K
9883,M. Könnecke,66,€1K
9884,E. Yao Guy,66,€2K
9885,G. Burke,66,€4K
9886,C. Hemlein,66,€2K
9887,D. Anderson,66,€9K
9888,M. Døhr Thychosen,66,€4K
9889,A. Nordvik,66,€2K
9890,D. Thomalla,66,€4K
9891,P. Parzyszek,66,€3K
9892,M. Fornasier,66,€1K
9893,Michel Douglas,66,€4K
9894,Álex Cobo,66,€2K
9895,M. Çelik,66,€2K
9896,L. Woudenberg,66,€2K
9897,T. Tekie,66,€5K
9898,D. Vega,66,€2K
9899,N. Rusyn,66,€1K
9900,Víctor,66,€2K
9901,A. Deja,66,€2K
9902,F. Cornejo,66,€2K
9903,A. Balboa,66,€4K
9904,D. Edwards,66,€10K
9905,R. Vargas,66,€0.00
9906,F. Rherras,66,€2K
9907,Gu Sung Yun,66,€1K
9908,C. Mavrias,66,€2K
9909,E. Martinez,66,€3K
9910,Lee Chang Geun,66,€1K
9911,M. Mohsen,66,€0.00
9912,A. Gómez,66,€2K
9913,N. Ramírez,66,€3K
9914,C. Gebauer,66,€4K
9915,C. Knett,66,€3K
9916,K. Naismith,66,€15K
9917,Rober Correa,66,€3K
9918,C. Escobar,66,€2K
9919,J. Smeets,66,€2K
9920,Borja Galán,66,€3K
9921,J. Intriago,66,€0.00
9922,D. Sjölund,66,€2K
9923,E. Bonifacio,66,€4K
9924,Lee Ho Seung,66,€2K
9925,G. Hein,66,€2K
9926,H. Abe,66,€2K
9927,A. De Bruyn,65,€3K
9928,J. Akinde,65,€6K
9929,D. McGregor,65,€2K
9930,G. Villarruel,65,€3K
9931,Pastrana,65,€4K
9932,Teixeira José,65,€6K
9933,A. Fernández,65,€3K
9934,J. Devecchi,65,€3K
9935,C. Früchtl,65,€3K
9936,I. Rondanini,65,€1K
9937,W. Creavalle,65,€2K
9938,A. Considine,65,€2K
9939,J. Vitale,65,€4K
9940,J. Ryerson,65,€5K
9941,J. Ríos,65,€1K
9942,K. Dabila,65,€5K
9943,Avilés,65,€5K
9944,No Dong Geon,65,€2K
9945,Benjamin Muscato,65,€4K
9946,N. Topor-Stanley,65,€1K
9947,P. Clement,65,€7K
9948,H. Toffolo,65,€4K
9949,C. Colkett,65,€2K
9950,B. Çamoğlu,65,€2K
9951,Yang Dong Hyen,65,€3K
9952,S. Tetteh,65,€7K
9953,A. Dobos,65,€1K
9954,J. Mason,65,€16K
9955,Lee Woong Hee,65,€2K
9956,C. Lavery,65,€4K
9957,M. Savastano,65,€3K
9958,N. Granatowski,65,€1K
9959,M. Stiefler,65,€3K
9960,L. Pavez,65,€1K
9961,S. Román,65,€1K
9962,M. Bakker,65,€2K
9963,A. Sambi Lokonga,65,€2K
9964,M. Pérez Acuña,65,€3K
9965,K. Dempsey,65,€3K
9966,Lee You Hyeon,65,€2K
9967,Y. Quintana,65,€2K
9968,B. Knighton,65,€2K
9969,R. Bennett,65,€3K
9970,A. Lonergan,65,€9K
9971,B. Sverrisson,65,€4K
9972,D. Forde,65,€2K
9973,H. Gong,65,€2K
9974,T. Kupisz,65,€1K
9975,M. Abusabaan,65,€7K
9976,C. Amaya,65,€1K
9977,Wu Yake,65,€2K
9978,M. Schulz,65,€3K
9979,O. Rojas,65,€2K
9980,P. Jaroszyński,65,€3K
9981,L. Reed,65,€3K
9982,T. Elrich,65,€3K
9983,M. Malaeka,65,€5K
9984,C. Rentería,65,€1K
9985,S. Cox,65,€3K
9986,A. Mannus,65,€1K
9987,P. Jaeckel,65,€1K
9988,J. Bijol,65,€1K
9989,Z. Kozulj,65,€2K
9990,Song Jin Hyung,65,€2K
9991,C. Duvall,65,€2K
9992,R. Williams,65,€10K
9993,M. Naamani,65,€7K
9994,M. Gollner,65,€4K
9995,D. Pedersen,65,€1K
9996,O. Berber,65,€4K
9997,Steven Vitória,65,€2K
9998,B. Stokke,65,€4K
9999,M. Ospitalieri,65,€2K
10000,J. Haugaard,65,€8K
10001,S. Mauk,65,€2K
10002,Óscar Whalley,65,€2K
10003,S. O'Donnell,65,€1K
10004,Marquinhos Cipriano,65,€1K
10005,I. Vassell,65,€7K
10006,T. Lehne Olsen,65,€2K
10007,S. Pontisso,65,€5K
10008,Henrique Jardinel,65,€4K
10009,C. Almeida,65,€3K
10010,R. Yalçın,65,€3K
10011,S. Jhingan,65,€0.00
10012,Jeong Hyun Cheol,65,€2K
10013,M. McKenzie,65,€1K
10014,J. Deumeland,65,€1K
10015,N. Lang,65,€3K
10016,V. Vries,65,€1K
10017,L. Verstraete,65,€3K
10018,J. Jigauri,65,€2K
10019,D. Moxey,65,€3K
10020,C. Wernitznig,65,€4K
10021,C. Valeri,65,€3K
10022,M. Mosquera,65,€1K
10023,R. Kouamé,65,€6K
10024,D. Chima Chukwu,65,€2K
10025,E. Harrison,65,€3K
10026,T. Wendel,65,€1K
10027,O. Schnitzler,65,€1K
10028,A. Coly,65,€1K
10029,M. Vera,65,€2K
10030,R. De Vita,65,€2K
10031,F. Lohkemper,65,€4K
10032,M. Ajani,65,€1K
10033,M. Lund Nielsen,65,€2K
10034,T. Mpati,65,€4K
10035,Edu Espiau,65,€3K
10036,H. Acosta,65,€6K
10037,T. Bu Haymid,65,€5K
10038,D. Mikanović,65,€3K
10039,R. Massimo,65,€4K
10040,A. Smárason,65,€2K
10041,S. Brandy,65,€4K
10042,B. Adjei-Boateng,65,€2K
10043,F. Milo,65,€4K
10044,K. Cissé,65,€1K
10045,D. Castillo,65,€1K
10046,A. Krešić,65,€5K
10047,Escriche,65,€5K
10048,E. Ataseven,65,€4K
10049,M. Kopczyński,65,€3K
10050,Mao Jianqing,65,€4K
10051,J. Clarke,65,€3K
10052,Pak Kwang Ryong,65,€5K
10053,J. Husband,65,€6K
10054,A. Al Zori,65,€6K
10055,Airam,65,€2K
10056,M. Schulze Niehues,65,€1K
10057,P. De la Vega,65,€3K
10058,P. Sweeney,65,€3K
10059,P. Tuszyński,65,€2K
10060,J. Mosquera,65,€1K
10061,M. Coppolaro,65,€4K
10062,R. Mmaee,65,€4K
10063,S. Inagaki,65,€3K
10064,E. Mwepu,65,€6K
10065,F. Viteritti,65,€1K
10066,A. Dyer,65,€2K
10067,M. Mak,65,€3K
10068,Bae Il Hwan,65,€2K
10069,H. Adelakun,65,€9K
10070,M. Devlin,65,€2K
10071,J. Serra,65,€3K
10072,G. Faivre,65,€3K
10073,K. Ellis,65,€2K
10074,L. Janoszka,65,€2K
10075,P. Azango,65,€4K
10076,M. Kennedy,65,€2K
10077,N. Fitzgerald,65,€3K
10078,M. Kudo,65,€4K
10079,N. Busch Thor,65,€1K
10080,M. Harriman,65,€2K
10081,L. Görtler,65,€5K
10082,D. Ovono,65,€1K
10083,L. Pellegrini,65,€5K
10084,K. Larsen,65,€2K
10085,A. Kruiswijk,65,€4K
10086,A. Jaakkola,65,€6K
10087,T. Chong,65,€13K
10088,P. Alvarenga,65,€4K
10089,M. Pascali,65,€1K
10090,L. Dyer,65,€2K
10091,P. Delecroix,65,€2K
10092,E. Hooi,65,€3K
10093,J. Riley,65,€3K
10094,J. López,65,€2K
10095,C. Stokes,65,€4K
10096,J. Campbell,65,€2K
10097,Marcão,65,€2K
10098,D. Mungo,65,€1K
10099,G. Marinelli,65,€3K
10100,G. Wegkamp,65,€1K
10101,A. Gersbach,65,€1K
10102,You Ju An,65,€1K
10103,M. Tacalfred,65,€1K
10104,I. Durmuş,65,€3K
10105,J. Méndez,65,€0.00
10106,A. Otero,65,€1K
10107,Kim Jin Ya,65,€1K
10108,D. Christensen,65,€3K
10109,N. DeLeon,65,€2K
10110,L. Grozurek,65,€5K
10111,L. Narváez,65,€1K
10112,R. McArdle,65,€3K
10113,J. Pérez,65,€2K
10114,Loureiro,65,€2K
10115,Javi Hernández,65,€18K
10116,K. Appiah,65,€3K
10117,R. Kirilov,65,€0.00
10118,H. Matynia,65,€2K
10119,Fran Gámez,65,€2K
10120,O. Ademi,65,€3K
10121,J. Bjørdal,65,€4K
10122,A. Stolz,65,€6K
10123,Borja García,65,€2K
10124,N. Sonko Sundberg,65,€1K
